lcz_lib,lcz_code,insee,commune,expo_jour,expo_nuit,vulnerabilite_jour,vulnerabilite_nuit,surface,gid
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,6206,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,moyen,moyen,2227,
Ensemble d'immeubles espacés,LCZ 5,69202,Sainte-Foy-lès-Lyon,moyen,faible,fort,moyen,17898,
Ensemble de maisons espacées,LCZ 6,69091,Givors,moyen,moyen,fort,fort,6395,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,moyen,moyen,moyen,fort,5916,
Grandes emprises tertiaires bâti bas,LCZ 8,69034,Caluire-et-Cuire,fort,moyen,moyen,moyen,45876,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,faible,fort,fort,29412,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,3881,
Arbres épars,LCZ B,69266,Villeurbanne,faible,effet rafraîchissant,moyen,faible,166733,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,32335,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,9006,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,43905,
Grandes emprises tertiaires bâti bas,LCZ 8,69282,Meyzieu,moyen,faible,moyen,moyen,23444,
Ensemble de tours espacées,LCZ 4,69389,Lyon 9e Arrondissement,moyen,faible,moyen,moyen,5713,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69275,Décines-Charpieu,moyen,moyen,moyen,fort,4278,
Ensemble d'immeubles espacés,LCZ 5,69259,Vénissieux,fort,faible,fort,moyen,3635,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69290,Saint-Priest,fort,moyen,moyen,moyen,2278,
Ensemble de maisons espacées,LCZ 6,69278,Genay,moyen,faible,moyen,moyen,3672,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,moyen,moyen,moyen,17467,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,102910,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,6934,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69091,Givors,fort,fort,fort,fort,14224,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,moyen,fort,31618,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,10466,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69381,Lyon 1er Arrondissement,moyen,fort,moyen,fort,2590,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,8307,
Ensemble de maisons espacées,LCZ 6,69260,Vernaison,moyen,faible,fort,fort,63346,
Ensemble de maisons espacées,LCZ 6,69388,Lyon 8e Arrondissement,moyen,faible,moyen,moyen,16099,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,4041,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,moyen,fort,fort,12850,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,moyen,faible,moyen,moyen,75558,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,fort,fort,51811,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,17515,
Grandes emprises tertiaires bâti bas,LCZ 8,69152,Pierre-Bénite,moyen,faible,fort,moyen,92277,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69063,Collonges-au-Mont-d'Or,moyen,faible,moyen,moyen,146910,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,moyen,moyen,2307,
Arbres denses,LCZ A,69204,Saint-Genis-Laval,effet rafraîchissant,effet rafraîchissant,faible,faible,1645,
Ensemble d'immeubles espacés,LCZ 5,69290,Saint-Priest,moyen,faible,moyen,moyen,28313,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,6740,
Arbres denses,LCZ A,69029,Bron,effet rafraîchissant,effet rafraîchissant,faible,faible,29549,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,moyen,fort,fort,9192,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69290,Saint-Priest,moyen,faible,moyen,moyen,46100,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,moyen,faible,moyen,moyen,42819,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,faible,moyen,moyen,11458,
Ensemble d'immeubles espacés,LCZ 5,69388,Lyon 8e Arrondissement,fort,faible,fort,fort,22828,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69271,Chassieu,moyen,faible,moyen,moyen,257954,
Ensemble d'immeubles compact,LCZ 2,69286,Rillieux-la-Pape,fort,moyen,moyen,moyen,16316,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,fort,fort,fort,14940,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,moyen,moyen,moyen,3789,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,5366,
Arbres épars,LCZ B,69296,Solaize,moyen,faible,moyen,moyen,65339,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69256,Vaulx-en-Velin,fort,faible,fort,fort,26696,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69266,Villeurbanne,moyen,faible,moyen,moyen,14298,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,44711,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,moyen,fort,fort,31800,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,20691,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,moyen,faible,moyen,moyen,5623,
Ensemble de maisons espacées,LCZ 6,69091,Givors,moyen,faible,fort,fort,11682,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,5355,
Ensemble d'immeubles compact,LCZ 2,69149,Oullins,fort,fort,fort,fort,6599,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,moyen,fort,fort,53162,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,64427,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,7147,
Ensemble de tours espacées,LCZ 4,69388,Lyon 8e Arrondissement,moyen,fort,fort,fort,6627,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,33651,
Grandes emprises tertiaires bâti bas,LCZ 8,69283,Mions,moyen,faible,moyen,moyen,154544,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,fort,fort,fort,8862,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,44597,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Arbres épars,LCZ B,69089,Francheville,faible,faible,moyen,moyen,18550,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69069,Craponne,moyen,faible,fort,moyen,51300,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,8529,
Arbres épars,LCZ B,69204,Saint-Genis-Laval,moyen,faible,moyen,moyen,52994,
Pelouses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,moyen,fort,fort,fort,5700,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,6213,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,moyen,fort,6107,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,moyen,fort,fort,11423,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,5620,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69389,Lyon 9e Arrondissement,moyen,faible,moyen,moyen,11115,
Ensemble d'immeubles compact,LCZ 2,69388,Lyon 8e Arrondissement,fort,fort,moyen,moyen,4030,
Maisons éparses,,,,,,,,,
Arbres épars,LCZ B,69116,Limonest,moyen,faible,moyen,moyen,230767,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,148251,
Ensemble de maisons espacées,LCZ 6,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,39742,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,8297,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,moyen,fort,moyen,fort,1129,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,4998,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,44452,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69388,Lyon 8e Arrondissement,moyen,moyen,moyen,moyen,31782,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,moyen,fort,3324,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,moyen,fort,fort,fort,7121,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,157035,
Ensemble de maisons espacées,LCZ 6,69152,Pierre-Bénite,moyen,moyen,moyen,moyen,26813,
Grandes emprises tertiaires bâti bas,LCZ 8,69204,Saint-Genis-Laval,moyen,faible,moyen,moyen,244885,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,fort,fort,fort,29057,
Grandes emprises tertiaires bâti bas,LCZ 8,69286,Rillieux-la-Pape,moyen,faible,moyen,moyen,15528,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,20126,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,19327,
Grandes emprises tertiaires bâti bas,LCZ 8,69204,Saint-Genis-Laval,moyen,faible,moyen,moyen,164646,
Ensemble de maisons espacées,LCZ 6,69282,Meyzieu,moyen,faible,moyen,moyen,8074,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,5257,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,9913,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,7604,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,fort,moyen,moyen,moyen,10842,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69282,Meyzieu,moyen,faible,moyen,moyen,19050,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,14480,
Grandes emprises tertiaires bâti bas,LCZ 8,69072,Dardilly,moyen,faible,moyen,moyen,63472,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,moyen,fort,42003,
Ensemble de maisons espacées,LCZ 6,69100,Irigny,moyen,faible,fort,moyen,6184,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,13013,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,8548,
Ensemble de maisons espacées,LCZ 6,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,25024,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69100,Irigny,moyen,faible,fort,moyen,52285,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,9661,
Ensemble de maisons espacées,LCZ 6,69202,Sainte-Foy-lès-Lyon,moyen,faible,moyen,moyen,23971,
Ensemble de maisons espacées,LCZ 6,69081,Écully,moyen,faible,moyen,moyen,16632,
Grandes emprises tertiaires bâti bas,LCZ 8,69029,Bron,moyen,faible,moyen,moyen,504038,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,11931,
Ensemble de maisons espacées,LCZ 6,69388,Lyon 8e Arrondissement,moyen,moyen,moyen,moyen,19017,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,moyen,moyen,6756,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,13012,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,moyen,faible,moyen,moyen,64771,
Ensemble de maisons espacées,LCZ 6,69384,Lyon 4e Arrondissement,moyen,faible,moyen,moyen,6465,
Ensemble d'immeubles espacés,LCZ 5,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,46210,
Pelouses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69259,Vénissieux,moyen,moyen,fort,fort,6034,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69388,Lyon 8e Arrondissement,moyen,moyen,moyen,fort,29323,
Grandes emprises tertiaires bâti bas,LCZ 8,69256,Vaulx-en-Velin,moyen,faible,moyen,fort,214310,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69266,Villeurbanne,fort,fort,fort,fort,6265,
Ensemble de maisons espacées,LCZ 6,69275,Décines-Charpieu,moyen,faible,fort,fort,27607,
Ensemble de maisons espacées,LCZ 6,69089,Francheville,moyen,faible,moyen,moyen,35409,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,47938,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,63360,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,moyen,moyen,12223,
Ensemble de tours compact,LCZ 1,69381,Lyon 1er Arrondissement,fort,fort,moyen,moyen,4309,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,moyen,faible,moyen,moyen,22059,
Pelouses,,,,,,,,,
Ensemble de tours compact,LCZ 1,69387,Lyon 7e Arrondissement,fort,fort,moyen,moyen,9080,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,4580,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,28209,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69387,Lyon 7e Arrondissement,fort,faible,fort,moyen,37298,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,moyen,fort,moyen,fort,1465,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,moyen,fort,moyen,fort,32258,
Ensemble de maisons espacées,LCZ 6,69029,Bron,moyen,faible,moyen,moyen,30500,
Ensemble de tours espacées,LCZ 4,69202,Sainte-Foy-lès-Lyon,fort,fort,moyen,fort,10729,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,9073,
Ensemble de maisons espacées,LCZ 6,69384,Lyon 4e Arrondissement,moyen,faible,fort,moyen,38830,
Maisons éparses,,,,,,,,,
Arbres épars,LCZ B,69199,Saint-Fons,faible,effet rafraîchissant,faible,faible,8958,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,2465,
Ensemble d'immeubles compact,LCZ 2,69381,Lyon 1er Arrondissement,fort,fort,fort,fort,4574,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69149,Oullins,fort,moyen,moyen,moyen,6558,
Arbres denses,LCZ A,69063,Collonges-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,380,
Ensemble de maisons espacées,LCZ 6,69282,Meyzieu,moyen,faible,moyen,moyen,110559,
Arbres épars,LCZ B,69085,Fleurieu-sur-Saône,moyen,faible,moyen,moyen,12556,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,moyen,moyen,moyen,37508,
Ensemble de maisons espacées,LCZ 6,69290,Saint-Priest,effet rafraîchissant,effet rafraîchissant,faible,faible,3635,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,25222,
Arbres épars,LCZ B,69152,Pierre-Bénite,moyen,faible,fort,moyen,28105,
Ensemble de tours espacées,LCZ 4,69149,Oullins,moyen,moyen,fort,fort,15916,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,3467,
Ensemble de tours espacées,LCZ 4,69385,Lyon 5e Arrondissement,moyen,faible,moyen,fort,24379,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69388,Lyon 8e Arrondissement,moyen,faible,moyen,moyen,43783,
Ensemble d'immeubles espacés,LCZ 5,69286,Rillieux-la-Pape,fort,faible,fort,fort,67532,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69296,Solaize,moyen,faible,moyen,moyen,42595,
Grandes emprises tertiaires bâti bas,LCZ 8,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,28272,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69143,Neuville-sur-Saône,moyen,faible,fort,fort,26835,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,6439,
Ensemble d'immeubles espacés,LCZ 5,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,15783,
Ensemble de maisons espacées,LCZ 6,69282,Meyzieu,moyen,moyen,moyen,moyen,4740,
Ensemble d'immeubles espacés,LCZ 5,69389,Lyon 9e Arrondissement,moyen,faible,moyen,moyen,155332,
Ensemble de tours espacées,LCZ 4,69386,Lyon 6e Arrondissement,moyen,moyen,fort,fort,6036,
Ensemble de maisons espacées,LCZ 6,69275,Décines-Charpieu,moyen,faible,moyen,moyen,166804,
Ensemble de maisons espacées,LCZ 6,69034,Caluire-et-Cuire,moyen,faible,moyen,moyen,79930,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,103777,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69385,Lyon 5e Arrondissement,moyen,fort,moyen,moyen,9436,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,16587,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,6428,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,9736,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,moyen,faible,moyen,moyen,869,
Ensemble d'immeubles espacés,LCZ 5,69385,Lyon 5e Arrondissement,fort,faible,fort,moyen,13023,
Ensemble d'immeubles espacés,LCZ 5,69256,Vaulx-en-Velin,moyen,faible,moyen,moyen,12351,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69152,Pierre-Bénite,moyen,faible,moyen,moyen,43118,
Ensemble d'immeubles espacés,LCZ 5,69290,Saint-Priest,fort,faible,moyen,moyen,8313,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,4337,
Pelouses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69388,Lyon 8e Arrondissement,fort,moyen,fort,moyen,5544,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,10108,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69029,Bron,moyen,moyen,moyen,moyen,10036,
Ensemble de maisons espacées,LCZ 6,69276,Feyzin,moyen,faible,fort,fort,22238,
Ensemble de maisons espacées,LCZ 6,69276,Feyzin,moyen,faible,fort,fort,5555,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69096,Grigny,moyen,faible,moyen,moyen,327856,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de tours compact,LCZ 1,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,6476,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69142,La Mulatière,effet rafraîchissant,effet rafraîchissant,faible,faible,120328,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,moyen,fort,8328,
Eau,LCZ G,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,4,
Ensemble d'immeubles espacés,LCZ 5,69385,Lyon 5e Arrondissement,fort,faible,fort,fort,56248,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,7445,
Ensemble de maisons espacées,LCZ 6,69096,Grigny,moyen,moyen,fort,fort,6094,
Ensemble de tours compact,LCZ 1,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,2890,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,12896,
Ensemble d'immeubles compact,LCZ 2,69385,Lyon 5e Arrondissement,fort,moyen,fort,fort,3105,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,moyen,9309,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,fort,fort,6022,
Ensemble de maisons espacées,LCZ 6,69385,Lyon 5e Arrondissement,moyen,faible,moyen,moyen,124713,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,13316,
Ensemble d'immeubles compact,LCZ 2,69383,Lyon 3e Arrondissement,fort,fort,fort,fort,3046,
Arbres denses,LCZ A,69204,Saint-Genis-Laval,effet rafraîchissant,effet rafraîchissant,faible,moyen,43780,
Ensemble de tours espacées,LCZ 4,69382,Lyon 2e Arrondissement,moyen,fort,moyen,fort,7485,
Ensemble de maisons espacées,LCZ 6,69385,Lyon 5e Arrondissement,moyen,faible,moyen,fort,55085,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,10924,
Ensemble d'immeubles compact,LCZ 2,69290,Saint-Priest,fort,fort,moyen,fort,4949,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69389,Lyon 9e Arrondissement,moyen,faible,moyen,moyen,122751,
Ensemble d'immeubles espacés,LCZ 5,69266,Villeurbanne,fort,faible,fort,moyen,24826,
Ensemble de maisons espacées,LCZ 6,69282,Meyzieu,moyen,moyen,moyen,moyen,1581,
Ensemble d'immeubles compact,LCZ 2,69266,Villeurbanne,fort,fort,fort,fort,14191,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69386,Lyon 6e Arrondissement,fort,fort,fort,fort,5658,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,faible,moyen,moyen,16194,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,fort,fort,40103,
Maisons éparses,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69194,Saint-Didier-au-Mont-d'Or,moyen,faible,moyen,moyen,27047,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69382,Lyon 2e Arrondissement,fort,fort,fort,fort,4389,
Grandes emprises tertiaires bâti bas,LCZ 8,69117,Lissieu,moyen,faible,moyen,moyen,11225,
Ensemble de tours espacées,LCZ 4,69387,Lyon 7e Arrondissement,fort,fort,fort,fort,16198,
Maisons éparses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69275,Décines-Charpieu,moyen,faible,moyen,moyen,42194,
