lcz_lib,lcz_code,insee,commune,expo_jour,expo_nuit,vulnerabilite_jour,vulnerabilite_nuit,surface,gid
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69081,Écully,effet rafraîchissant,effet rafraîchissant,faible,faible,1492,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69271,Chassieu,moyen,faible,moyen,moyen,5919,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,faible,effet rafraîchissant,faible,faible,1,
Ensemble d'immeubles compact,LCZ 2,69087,Fontaines-Saint-Martin,faible,faible,faible,moyen,1373,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69205,Saint-Genis-les-Ollières,moyen,moyen,moyen,fort,662,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69279,Jonage,effet rafraîchissant,effet rafraîchissant,faible,faible,222,
Arbres denses,LCZ A,69191,Saint-Cyr-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,178,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69275,Décines-Charpieu,effet rafraîchissant,effet rafraîchissant,faible,faible,5872,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,1976,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,1724,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69072,Dardilly,faible,effet rafraîchissant,moyen,faible,2281,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69271,Chassieu,effet rafraîchissant,effet rafraîchissant,faible,faible,5522,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69044,Charbonnières-les-Bains,effet rafraîchissant,effet rafraîchissant,faible,faible,1093,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69029,Bron,moyen,faible,moyen,faible,8132,
Ensemble d'immeubles compact,LCZ 2,69199,Saint-Fons,fort,moyen,moyen,moyen,1796,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69244,Tassin-la-Demi-Lune,moyen,faible,moyen,moyen,1583,
Ensemble d'immeubles compact,LCZ 2,69244,Tassin-la-Demi-Lune,fort,moyen,moyen,moyen,4923,
Ensemble de maisons espacées,LCZ 6,69003,Albigny-sur-Saône,moyen,faible,moyen,moyen,498,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,1232,
Arbres denses,LCZ A,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,3021,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69233,Saint-Romain-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,5041,
Ensemble d'immeubles compact,LCZ 2,69385,Lyon 5e Arrondissement,fort,fort,fort,fort,6374,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69063,Collonges-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,112,
Eau,LCZ G,69256,Vaulx-en-Velin,faible,effet rafraîchissant,moyen,faible,2215734,
Ensemble d'immeubles espacés,LCZ 5,69275,Décines-Charpieu,moyen,moyen,moyen,fort,9424,
Arbres denses,LCZ A,69244,Tassin-la-Demi-Lune,effet rafraîchissant,effet rafraîchissant,faible,faible,1656,
Roche nue,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69044,Charbonnières-les-Bains,fort,faible,moyen,moyen,2325,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,3712,
Grandes emprises tertiaires bâti bas,LCZ 8,69029,Bron,moyen,faible,moyen,moyen,23367,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69068,Couzon-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,29,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69072,Dardilly,effet rafraîchissant,effet rafraîchissant,faible,faible,18973,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,178,
Arbres épars,LCZ B,69389,Lyon 9e Arrondissement,faible,effet rafraîchissant,faible,faible,1886,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,683,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,142,
Eau,LCZ G,69260,Vernaison,effet rafraîchissant,effet rafraîchissant,faible,faible,145,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,moyen,faible,moyen,moyen,4507,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,moyen,moyen,fort,fort,3104,
Pelouses,,,,,,,,,
Arbres épars,LCZ B,69293,Sathonay-Village,moyen,faible,moyen,moyen,10736,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69152,Pierre-Bénite,moyen,faible,moyen,moyen,9812,
Arbres denses,LCZ A,69389,Lyon 9e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,422,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69091,Givors,faible,faible,moyen,moyen,1076,
Ensemble d'immeubles espacés,LCZ 5,69384,Lyon 4e Arrondissement,faible,faible,faible,moyen,186,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,718,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69386,Lyon 6e Arrondissement,faible,effet rafraîchissant,faible,faible,1324,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69273,Corbas,moyen,faible,moyen,moyen,4986,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,388,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,507,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69117,Lissieu,effet rafraîchissant,effet rafraîchissant,faible,faible,18382,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,faible,effet rafraîchissant,faible,faible,140,
Ensemble d'immeubles espacés,LCZ 5,69382,Lyon 2e Arrondissement,moyen,faible,moyen,faible,12305,
Eau,LCZ G,69386,Lyon 6e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,257,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,2831,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69063,Collonges-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,6723,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,faible,effet rafraîchissant,faible,faible,1,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69275,Décines-Charpieu,faible,effet rafraîchissant,moyen,faible,4750,
Roche nue,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69091,Givors,fort,fort,fort,fort,1259,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69266,Villeurbanne,faible,effet rafraîchissant,faible,faible,81,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,3932,
Maisons éparses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69271,Chassieu,fort,moyen,moyen,moyen,51522,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69044,Charbonnières-les-Bains,moyen,faible,moyen,moyen,7177,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69259,Vénissieux,moyen,faible,moyen,moyen,5510,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69384,Lyon 4e Arrondissement,faible,effet rafraîchissant,faible,faible,2,
Arbres denses,LCZ A,69244,Tassin-la-Demi-Lune,effet rafraîchissant,effet rafraîchissant,faible,faible,80456,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,6035,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69278,Genay,effet rafraîchissant,effet rafraîchissant,faible,faible,31953,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69089,Francheville,effet rafraîchissant,effet rafraîchissant,faible,faible,238,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69383,Lyon 3e Arrondissement,fort,fort,moyen,moyen,4953,
Arbres denses,LCZ A,69199,Saint-Fons,effet rafraîchissant,effet rafraîchissant,faible,faible,3524,
Arbres denses,LCZ A,69044,Charbonnières-les-Bains,effet rafraîchissant,effet rafraîchissant,faible,faible,341,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69276,Feyzin,effet rafraîchissant,effet rafraîchissant,faible,faible,464,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69202,Sainte-Foy-lès-Lyon,effet rafraîchissant,effet rafraîchissant,faible,faible,9802,
Arbres denses,LCZ A,69127,Marcy-l'Étoile,faible,effet rafraîchissant,faible,faible,89,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69271,Chassieu,moyen,faible,moyen,moyen,28149,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69256,Vaulx-en-Velin,faible,effet rafraîchissant,faible,faible,4750,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69091,Givors,moyen,faible,fort,moyen,7191,
Pelouses,,,,,,,,,
Eau,LCZ G,69068,Couzon-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,142,
Ensemble d'immeubles espacés,LCZ 5,69389,Lyon 9e Arrondissement,fort,faible,fort,moyen,6497,
Arbres denses,LCZ A,69081,Écully,faible,effet rafraîchissant,faible,faible,3,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69279,Jonage,faible,effet rafraîchissant,faible,faible,117879,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69271,Chassieu,faible,effet rafraîchissant,moyen,faible,11760,
Arbres denses,LCZ A,69089,Francheville,faible,effet rafraîchissant,moyen,faible,2,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69282,Meyzieu,effet rafraîchissant,effet rafraîchissant,faible,faible,4,
Eau,LCZ G,69256,Vaulx-en-Velin,faible,effet rafraîchissant,moyen,faible,236,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69276,Feyzin,effet rafraîchissant,effet rafraîchissant,faible,faible,908,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,160,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,3,
Ensemble de maisons espacées,LCZ 6,69283,Mions,moyen,faible,moyen,moyen,12089,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69149,Oullins,moyen,faible,moyen,moyen,2517,
Arbres épars,LCZ B,69259,Vénissieux,faible,effet rafraîchissant,faible,faible,4613,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69383,Lyon 3e Arrondissement,moyen,moyen,moyen,fort,12774,
Arbres denses,LCZ A,69034,Caluire-et-Cuire,effet rafraîchissant,effet rafraîchissant,faible,faible,13008,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69199,Saint-Fons,effet rafraîchissant,effet rafraîchissant,faible,faible,13985,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69033,Cailloux-sur-Fontaines,moyen,moyen,moyen,moyen,1847,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres épars,LCZ B,69168,Rochetaillée-sur-Saône,faible,effet rafraîchissant,faible,faible,18182,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de tours espacées,LCZ 4,69199,Saint-Fons,moyen,faible,fort,fort,4978,
Roche nue,,,,,,,,,
Eau,LCZ G,69382,Lyon 2e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,1170,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69044,Charbonnières-les-Bains,faible,faible,faible,faible,76,
Roche nue,,,,,,,,,
Eau,LCZ G,69275,Décines-Charpieu,effet rafraîchissant,effet rafraîchissant,faible,faible,803,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,34881,
Roche nue,,,,,,,,,
Eau,LCZ G,69207,Saint-Germain-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,28,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69143,Neuville-sur-Saône,moyen,faible,moyen,moyen,57268,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,166,
Arbres épars,LCZ B,69382,Lyon 2e Arrondissement,moyen,faible,moyen,faible,1881,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69089,Francheville,moyen,faible,moyen,moyen,10156,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,320,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,6695,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69040,Champagne-au-Mont-d'Or,faible,effet rafraîchissant,faible,faible,72,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,5167,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble d'immeubles espacés,LCZ 5,69199,Saint-Fons,fort,faible,moyen,moyen,7760,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69282,Meyzieu,effet rafraîchissant,effet rafraîchissant,faible,faible,5,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69089,Francheville,moyen,faible,moyen,moyen,12611,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,faible,effet rafraîchissant,faible,faible,33222,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,203,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69276,Feyzin,moyen,faible,moyen,moyen,7889,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69100,Irigny,effet rafraîchissant,effet rafraîchissant,faible,faible,180,
Arbres denses,LCZ A,69290,Saint-Priest,faible,effet rafraîchissant,faible,faible,1,
Roche nue,,,,,,,,,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,1,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,229122,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Arbres denses,LCZ A,69089,Francheville,effet rafraîchissant,effet rafraîchissant,faible,faible,7331,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69266,Villeurbanne,effet rafraîchissant,effet rafraîchissant,faible,faible,965,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69204,Saint-Genis-Laval,fort,faible,fort,moyen,248,
Pelouses,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,faible,effet rafraîchissant,faible,faible,123,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69389,Lyon 9e Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,32,
Pelouses,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69040,Champagne-au-Mont-d'Or,moyen,faible,moyen,moyen,1864,
Arbres denses,LCZ A,69266,Villeurbanne,faible,effet rafraîchissant,faible,faible,668,
Arbres denses,LCZ A,69069,Craponne,faible,effet rafraîchissant,faible,faible,532,
Ensemble d'immeubles espacés,LCZ 5,69259,Vénissieux,fort,faible,fort,fort,5079,
Arbres épars,LCZ B,69388,Lyon 8e Arrondissement,faible,effet rafraîchissant,faible,faible,6397,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,2608,
Arbres denses,LCZ A,69143,Neuville-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,1046,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69194,Saint-Didier-au-Mont-d'Or,effet rafraîchissant,effet rafraîchissant,faible,faible,1158,
Ensemble d'immeubles compact,LCZ 2,69244,Tassin-la-Demi-Lune,fort,moyen,fort,moyen,284,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69266,Villeurbanne,moyen,moyen,fort,fort,5951,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69152,Pierre-Bénite,moyen,faible,moyen,moyen,31956,
Roche nue,,,,,,,,,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,2674,
Arbres denses,LCZ A,69389,Lyon 9e Arrondissement,faible,effet rafraîchissant,faible,faible,1,
Eau,LCZ G,69256,Vaulx-en-Velin,effet rafraîchissant,effet rafraîchissant,faible,faible,70,
Roche nue,,,,,,,,,
Eau,LCZ G,69068,Couzon-au-Mont-d'Or,faible,effet rafraîchissant,moyen,faible,36985,
Ensemble d'immeubles espacés,LCZ 5,69096,Grigny,fort,moyen,fort,fort,7676,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69381,Lyon 1er Arrondissement,effet rafraîchissant,effet rafraîchissant,faible,faible,395,
Eau,LCZ G,69282,Meyzieu,effet rafraîchissant,effet rafraîchissant,faible,faible,9,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69199,Saint-Fons,moyen,faible,moyen,moyen,5498,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Eau,LCZ G,69276,Feyzin,effet rafraîchissant,effet rafraîchissant,faible,faible,3,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69072,Dardilly,faible,effet rafraîchissant,faible,faible,33,
Roche nue,,,,,,,,,
Eau,LCZ G,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,92,
Eau,LCZ G,69273,Corbas,faible,effet rafraîchissant,moyen,faible,5642,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69260,Vernaison,effet rafraîchissant,effet rafraîchissant,faible,faible,504,
Pelouses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Ensemble d'immeubles compact,LCZ 2,69290,Saint-Priest,fort,moyen,moyen,moyen,13606,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,2035,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Ensemble de maisons espacées,LCZ 6,69081,Écully,moyen,faible,moyen,moyen,1019,
Ensemble de tours espacées,LCZ 4,69199,Saint-Fons,fort,fort,moyen,moyen,9024,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69046,Charly,effet rafraîchissant,effet rafraîchissant,faible,faible,103435,
Eau,LCZ G,69260,Vernaison,effet rafraîchissant,effet rafraîchissant,faible,faible,113,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69204,Saint-Genis-Laval,effet rafraîchissant,effet rafraîchissant,faible,faible,284,
Arbres denses,LCZ A,69085,Fleurieu-sur-Saône,effet rafraîchissant,effet rafraîchissant,faible,faible,78610,
Roche nue,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69259,Vénissieux,moyen,faible,moyen,moyen,4386,
Arbres denses,LCZ A,69199,Saint-Fons,effet rafraîchissant,effet rafraîchissant,faible,faible,361,
Pelouses,,,,,,,,,
Eau,LCZ G,69091,Givors,effet rafraîchissant,effet rafraîchissant,faible,faible,969,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69116,Limonest,effet rafraîchissant,effet rafraîchissant,faible,faible,27605,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69290,Saint-Priest,moyen,faible,moyen,moyen,29426,
Arbres denses,LCZ A,69149,Oullins,effet rafraîchissant,effet rafraîchissant,faible,faible,987,
Roche nue,,,,,,,,,
Maisons éparses,,,,,,,,,
Pelouses,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Pelouses,,,,,,,,,
Eau,LCZ G,69282,Meyzieu,effet rafraîchissant,effet rafraîchissant,faible,faible,35,
Roche nue,,,,,,,,,
Arbres denses,LCZ A,69286,Rillieux-la-Pape,effet rafraîchissant,effet rafraîchissant,faible,faible,1848,
Roche nue,,,,,,,,,
Eau,LCZ G,69163,Quincieux,effet rafraîchissant,effet rafraîchissant,faible,faible,416,
Pelouses,,,,,,,,,
Grandes emprises tertiaires bâti bas,LCZ 8,69266,Villeurbanne,moyen,faible,fort,moyen,6697,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
Roche nue,,,,,,,,,
