lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Maisons éparses, constructions isolées;LCZ 9;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;2543,21;18014
Arbres denses;LCZ A;69127;Marcy-l'Étoile;effet rafraîchissant;effet rafraîchissant;faible;faible;664,43;18015
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;6135,19;18016
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;moyen;moyen;657,97;18017
Arbres denses;LCZ A;69085;Fleurieu-sur-Saône;faible;effet rafraîchissant;moyen;faible;1,59;18018
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;581,03;18019
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;22,1;18021
Roche nue, pavés, macadam;LCZ E;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;169,19;18025
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;157,22;18026
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;121,26;18027
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;4901,04;18028
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;463,08;18029
Pelouses, praires, cultures;LCZ D;69296;Solaize;moyen;effet rafraîchissant;moyen;faible;12,88;18030
Roche nue, pavés, macadam;LCZ E;69072;Dardilly;moyen;faible;moyen;moyen;155,09;18031
Pelouses, praires, cultures;LCZ D;69163;Quincieux;moyen;faible;moyen;moyen;123544,56;18032
Arbres denses;LCZ A;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;5042,41;18033
Roche nue, pavés, macadam;LCZ E;69069;Craponne;moyen;faible;moyen;moyen;481,88;18034
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;86,41;18046
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;556,52;18060
Arbres denses;LCZ A;69388;Lyon 8e Arrondissement;faible;faible;faible;faible;13419,55;18035
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;1857,06;18036
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;745,88;18037
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;1409,13;18038
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;4265,87;18039
Roche nue, pavés, macadam;LCZ E;69275;Décines-Charpieu;moyen;faible;moyen;moyen;344,45;18040
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;300,24;18041
Arbres denses;LCZ A;69233;Saint-Romain-au-Mont-d'Or;faible;effet rafraîchissant;moyen;faible;68,39;18042
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;84,37;18043
Arbres denses;LCZ A;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;479,72;18044
Eau;LCZ G;69282;Meyzieu;faible;effet rafraîchissant;moyen;faible;201,03;18045
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;35755,74;18047
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;434,57;18048
Arbres denses;LCZ A;69089;Francheville;effet rafraîchissant;effet rafraîchissant;faible;faible;296,8;18049
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;2662,39;18050
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;1998,32;18051
Arbres épars;LCZ B;69153;Poleymieux-au-Mont-d'Or;faible;faible;moyen;moyen;17888,59;18052
Eau;LCZ G;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;1073,42;18053
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;94,8;18054
Roche nue, pavés, macadam;LCZ E;69283;Mions;moyen;faible;moyen;moyen;159,46;18055
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;423,87;18056
Pelouses, praires, cultures;LCZ D;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;929,03;18057
Roche nue, pavés, macadam;LCZ E;69283;Mions;moyen;faible;moyen;moyen;4208,19;18058
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;1462,73;18059
Arbres denses;LCZ A;69091;Givors;effet rafraîchissant;effet rafraîchissant;faible;faible;12303,21;18061
Eau;LCZ G;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;101,7;18062
Eau;LCZ G;69282;Meyzieu;effet rafraîchissant;effet rafraîchissant;faible;faible;292,54;18063
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;350,4;18064
Roche nue, pavés, macadam;LCZ E;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;380,87;18065
Arbres denses;LCZ A;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;1301,83;18066
Roche nue, pavés, macadam;LCZ E;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;44,49;18067
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;effet rafraîchissant;moyen;faible;6,03;18068
Ensemble de tours espacées;LCZ 4;69199;Saint-Fons;fort;fort;fort;fort;2135,44;18069
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;23,92;18070
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;faible;moyen;moyen;79,73;18071
Eau;LCZ G;69266;Villeurbanne;faible;effet rafraîchissant;faible;faible;271,68;18072
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;4823,73;18073
Ensemble d'immeubles espacés;LCZ 5;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;2606,74;18083
Eau;LCZ G;69276;Feyzin;faible;effet rafraîchissant;moyen;faible;3452,58;18084
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;12476,53;18074
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;49,23;18075
Roche nue, pavés, macadam;LCZ E;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;96,0;18076
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;9339,77;18077
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;332,33;18078
Pelouses, praires, cultures;LCZ D;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;28028,39;18079
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;1,76;18080
Pelouses, praires, cultures;LCZ D;69276;Feyzin;moyen;effet rafraîchissant;moyen;faible;135,44;18081
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;1,36;18082
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;moyen;moyen;moyen;135,23;18099
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;114,12;18100
Eau;LCZ G;69275;Décines-Charpieu;effet rafraîchissant;effet rafraîchissant;faible;faible;322,01;18085
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;13,18;18086
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;faible;moyen;moyen;1603,43;18087
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;10,53;18088
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;fort;moyen;5991,87;18089
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;8608,75;18090
Pelouses, praires, cultures;LCZ D;69117;Lissieu;moyen;faible;moyen;moyen;6719,51;18091
Eau;LCZ G;69072;Dardilly;effet rafraîchissant;effet rafraîchissant;faible;faible;2455,16;18092
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;8,29;18093
Pelouses, praires, cultures;LCZ D;69091;Givors;moyen;faible;moyen;moyen;439,27;18094
Eau;LCZ G;69034;Caluire-et-Cuire;faible;effet rafraîchissant;moyen;faible;11,55;18095
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;116,34;18096
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;3098,07;18097
Roche nue, pavés, macadam;LCZ E;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;1092,66;18098
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;195,27;18101
Roche nue, pavés, macadam;LCZ E;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;29,66;18102
Roche nue, pavés, macadam;LCZ E;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;2625,98;18103
Pelouses, praires, cultures;LCZ D;69085;Fleurieu-sur-Saône;moyen;faible;moyen;moyen;2496,4;18104
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;820,53;18105
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;79,75;18106
Arbres épars;LCZ B;69256;Vaulx-en-Velin;faible;effet rafraîchissant;faible;faible;2530,36;18107
Ensemble de maisons espacées;LCZ 6;69271;Chassieu;moyen;faible;moyen;moyen;4107,99;18108
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;297,11;18109
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;3067,39;18110
Roche nue, pavés, macadam;LCZ E;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;723,12;18111
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;effet rafraîchissant;moyen;faible;6,18;18112
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;168,71;18113
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;2506,99;18114
Pelouses, praires, cultures;LCZ D;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;1527,12;18115
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;2,04;29423
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;128,94;18116
Arbres denses;LCZ A;69284;Montanay;effet rafraîchissant;effet rafraîchissant;faible;faible;84581,55;18117
Arbres denses;LCZ A;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;11291,59;18118
Pelouses, praires, cultures;LCZ D;69072;Dardilly;moyen;faible;moyen;moyen;57,09;29560
Arbres denses;LCZ A;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;13100,79;18119
Arbres denses;LCZ A;69091;Givors;effet rafraîchissant;effet rafraîchissant;faible;faible;6501,93;18120
Ensemble d'immeubles espacés;LCZ 5;69199;Saint-Fons;moyen;faible;moyen;moyen;7863,5;18121
Eau;LCZ G;69278;Genay;effet rafraîchissant;effet rafraîchissant;faible;faible;218,69;18122
Eau;LCZ G;69282;Meyzieu;effet rafraîchissant;effet rafraîchissant;faible;faible;1,63;18123
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;1161,44;18124
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;5597,51;18125
Grandes emprises tertiaires bâti bas;LCZ 8;69081;Écully;moyen;faible;moyen;moyen;451,69;18126
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;117,19;18127
Arbres denses;LCZ A;69387;Lyon 7e Arrondissement;faible;effet rafraîchissant;faible;faible;236,93;18128
Ensemble de maisons espacées;LCZ 6;69296;Solaize;moyen;moyen;moyen;moyen;1619,8;18129
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;5066,49;18130
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;27,16;18131
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;208,73;18132
Maisons éparses, constructions isolées;LCZ 9;69191;Saint-Cyr-au-Mont-d'Or;faible;faible;moyen;moyen;42803,44;18133
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;effet rafraîchissant;moyen;faible;138,55;18134
Pelouses, praires, cultures;LCZ D;69091;Givors;moyen;faible;moyen;moyen;1791,02;18135
Roche nue, pavés, macadam;LCZ E;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;68,66;18136
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;751,03;18137
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;5,98;18138
Eau;LCZ G;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;3,19;18139
Eau;LCZ G;69034;Caluire-et-Cuire;faible;effet rafraîchissant;faible;faible;2156,68;18140
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;7,65;18141
Roche nue, pavés, macadam;LCZ E;69089;Francheville;moyen;faible;moyen;moyen;57,59;18142
Pelouses, praires, cultures;LCZ D;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;1363,48;18143
Eau;LCZ G;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;2,67;18144
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;180,75;18145
Pelouses, praires, cultures;LCZ D;69091;Givors;moyen;faible;moyen;moyen;16842,53;18146
Maisons éparses, constructions isolées;LCZ 9;69276;Feyzin;moyen;faible;moyen;moyen;12774,67;18147
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;116,69;18148
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;205,91;18149
Roche nue, pavés, macadam;LCZ E;69278;Genay;moyen;faible;moyen;moyen;82,71;18150
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;1254,34;18151
Pelouses, praires, cultures;LCZ D;69063;Collonges-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;30,51;18152
Eau;LCZ G;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;40,9;18207
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;12370,94;18153
Arbres denses;LCZ A;69117;Lissieu;effet rafraîchissant;effet rafraîchissant;faible;faible;10275,96;18154
Eau;LCZ G;69275;Décines-Charpieu;effet rafraîchissant;effet rafraîchissant;faible;faible;1,13;18155
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;11,2;18156
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;1512,57;18182
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;moyen;moyen;10099,94;18212
Arbres denses;LCZ A;69091;Givors;effet rafraîchissant;effet rafraîchissant;faible;faible;130213,44;18213
Arbres denses;LCZ A;69260;Vernaison;effet rafraîchissant;effet rafraîchissant;faible;moyen;36331,75;18157
Pelouses, praires, cultures;LCZ D;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;30403,19;18158
Arbres denses;LCZ A;69250;La Tour-de-Salvagny;effet rafraîchissant;effet rafraîchissant;faible;faible;146,2;18159
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;1874,87;18183
Eau;LCZ G;69063;Collonges-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;82,58;18232
Arbres épars;LCZ B;69096;Grigny;faible;faible;moyen;moyen;12076,74;18160
Maisons éparses, constructions isolées;LCZ 9;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;15609,91;18161
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;41,66;18162
Roche nue, pavés, macadam;LCZ E;69284;Montanay;moyen;faible;moyen;moyen;1013,19;18163
Ensemble de maisons espacées;LCZ 6;69292;Sathonay-Camp;moyen;faible;moyen;moyen;21184,58;18164
Roche nue, pavés, macadam;LCZ E;69117;Lissieu;moyen;faible;moyen;moyen;53,05;18165
Arbres denses;LCZ A;69266;Villeurbanne;faible;effet rafraîchissant;faible;faible;2303,87;18166
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;3909,3;18167
Ensemble d'immeubles compact;LCZ 2;69063;Collonges-au-Mont-d'Or;fort;moyen;fort;moyen;456,56;18168
Arbres épars;LCZ B;69163;Quincieux;effet rafraîchissant;effet rafraîchissant;faible;faible;12251,94;18169
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;effet rafraîchissant;moyen;faible;72,98;18170
Pelouses, praires, cultures;LCZ D;69293;Sathonay-Village;moyen;faible;moyen;moyen;17,89;18171
Eau;LCZ G;69091;Givors;effet rafraîchissant;effet rafraîchissant;faible;faible;63,89;18172
Eau;LCZ G;69278;Genay;effet rafraîchissant;effet rafraîchissant;faible;faible;461,39;18184
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;16,44;29624
Maisons éparses, constructions isolées;LCZ 9;69273;Corbas;moyen;faible;moyen;moyen;33980,36;18173
Arbres denses;LCZ A;69202;Sainte-Foy-lès-Lyon;effet rafraîchissant;effet rafraîchissant;faible;faible;120541,07;18174
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;10385,56;18175
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;36,74;18176
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;8604,53;18177
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;1061,0;18178
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;156,84;18179
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;835,43;18180
Eau;LCZ G;69296;Solaize;effet rafraîchissant;effet rafraîchissant;faible;faible;247,29;18181
Arbres denses;LCZ A;69202;Sainte-Foy-lès-Lyon;effet rafraîchissant;effet rafraîchissant;faible;faible;906,52;18185
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;15189,63;18186
Arbres denses;LCZ A;69207;Saint-Germain-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;4938,46;18194
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;effet rafraîchissant;moyen;faible;4,38;18195
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;faible;faible;faible;moyen;398,73;18196
Arbres denses;LCZ A;69387;Lyon 7e Arrondissement;faible;effet rafraîchissant;faible;faible;843,19;18197
Pelouses, praires, cultures;LCZ D;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;6,59;18198
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;554,02;18199
Ensemble de maisons compact;LCZ 3;69091;Givors;moyen;moyen;moyen;fort;352,59;18200
Maisons éparses, constructions isolées;LCZ 9;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;1090,64;18201
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;1865,52;18202
Arbres denses;LCZ A;69163;Quincieux;faible;effet rafraîchissant;faible;faible;51,27;18203
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;755,54;18248
Pelouses, praires, cultures;LCZ D;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;39441,12;18187
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;106,75;18204
Eau;LCZ G;69072;Dardilly;effet rafraîchissant;effet rafraîchissant;faible;faible;515,37;18205
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;30059,55;18188
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;moyen;moyen;moyen;1283,17;18189
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;moyen;moyen;moyen;723,44;18190
Roche nue, pavés, macadam;LCZ E;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;161,12;18191
Roche nue, pavés, macadam;LCZ E;69142;La Mulatière;moyen;faible;moyen;moyen;187,96;18192
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;25,4;18193
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;fort;moyen;fort;moyen;12469,06;18206
Pelouses, praires, cultures;LCZ D;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;66206,23;18208
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;1327,71;18209
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;3440,99;18210
Roche nue, pavés, macadam;LCZ E;69069;Craponne;moyen;faible;moyen;moyen;40,86;18211
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;moyen;moyen;moyen;256,91;18214
Roche nue, pavés, macadam;LCZ E;69142;La Mulatière;moyen;faible;moyen;moyen;1374,81;18215
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;229,3;18216
Roche nue, pavés, macadam;LCZ E;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;171,34;18217
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;moyen;moyen;moyen;832,29;18218
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;412,96;18219
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;2126,35;18220
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;66,31;18221
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;729,61;18222
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;196,7;18223
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;932,65;18224
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;659,32;18225
Ensemble de maisons espacées;LCZ 6;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;15016,54;18226
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;612,84;18227
Pelouses, praires, cultures;LCZ D;69046;Charly;moyen;faible;moyen;moyen;1177,64;18228
Arbres denses;LCZ A;69279;Jonage;effet rafraîchissant;effet rafraîchissant;faible;faible;3182,76;18229
