lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Pelouses, praires, cultures;LCZ D;69142;La Mulatière;moyen;faible;moyen;moyen;404,47;1286
Ensemble de maisons espacées;LCZ 6;69096;Grigny;moyen;faible;moyen;moyen;124486,06;602
Ensemble d'immeubles compact;LCZ 2;69290;Saint-Priest;fort;fort;moyen;moyen;4425,13;603
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;2794,92;604
Ensemble de tours espacées;LCZ 4;69386;Lyon 6e Arrondissement;moyen;fort;moyen;fort;12026,68;605
Maisons éparses, constructions isolées;LCZ 9;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;43726,33;606
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;moyen;moyen;41109,56;724
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;84261,12;614
Ensemble de tours espacées;LCZ 4;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;13458,59;615
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;18255,91;616
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;18692,93;617
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;fort;moyen;61843,24;618
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;faible;fort;moyen;5622,56;619
Ensemble de maisons espacées;LCZ 6;69152;Pierre-Bénite;moyen;faible;fort;fort;4481,06;620
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;10813,91;621
Arbres épars;LCZ B;69091;Givors;moyen;faible;moyen;moyen;63136,93;622
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;moyen;moyen;fort;fort;2145,21;623
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;fort;moyen;moyen;moyen;8869,44;624
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;moyen;moyen;22377,29;744
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;fort;moyen;44124,23;625
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;3506,68;626
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;moyen;fort;fort;27589,08;627
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;36311,85;628
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;10694,43;629
Maisons éparses, constructions isolées;LCZ 9;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;45172,31;633
Ensemble de maisons espacées;LCZ 6;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;144808,2;652
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;7975,92;653
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;9786,19;880
Ensemble d'immeubles espacés;LCZ 5;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;135705,63;630
Ensemble de maisons espacées;LCZ 6;69091;Givors;moyen;moyen;fort;fort;2452,99;631
Ensemble de tours espacées;LCZ 4;69034;Caluire-et-Cuire;fort;fort;fort;fort;2313,7;632
Ensemble d'immeubles compact;LCZ 2;69282;Meyzieu;fort;moyen;fort;fort;12571,56;669
Maisons éparses, constructions isolées;LCZ 9;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;18279,41;634
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;50910,09;639
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;moyen;fort;fort;14593,47;640
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;moyen;fort;2464,55;641
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;moyen;fort;moyen;fort;4046,95;642
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;moyen;moyen;42869,6;670
Ensemble de maisons compact;LCZ 3;69266;Villeurbanne;moyen;moyen;fort;fort;17221,02;671
Maisons éparses, constructions isolées;LCZ 9;69087;Fontaines-Saint-Martin;moyen;faible;moyen;moyen;37520,3;635
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;moyen;moyen;15567,04;636
Ensemble d'immeubles compact;LCZ 2;69149;Oullins;fort;fort;fort;fort;4330,55;637
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;fort;fort;fort;fort;25784,21;638
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;moyen;10909,69;672
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;30,08;9062
Maisons éparses, constructions isolées;LCZ 9;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;51564,04;643
Ensemble d'immeubles espacés;LCZ 5;69275;Décines-Charpieu;fort;faible;fort;fort;11810,43;644
Ensemble de maisons espacées;LCZ 6;69117;Lissieu;moyen;faible;fort;fort;9118,48;645
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;80767,29;646
Ensemble de tours espacées;LCZ 4;69382;Lyon 2e Arrondissement;fort;fort;moyen;fort;1309,26;647
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;3345,61;648
Maisons éparses, constructions isolées;LCZ 9;69279;Jonage;moyen;faible;moyen;moyen;37070,55;649
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;fort;fort;12286,23;650
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;moyen;fort;moyen;33255,93;651
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;8522,19;2552
Arbres épars;LCZ B;69250;La Tour-de-Salvagny;faible;faible;moyen;moyen;112519,23;654
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;moyen;fort;fort;fort;3425,46;655
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;17290,97;656
Ensemble d'immeubles compact;LCZ 2;69040;Champagne-au-Mont-d'Or;fort;moyen;fort;fort;12331,64;657
Ensemble d'immeubles compact;LCZ 2;69091;Givors;fort;fort;fort;fort;14000,86;658
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;1423,87;659
Ensemble d'immeubles compact;LCZ 2;69202;Sainte-Foy-lès-Lyon;fort;fort;moyen;moyen;7604,7;693
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;fort;moyen;16272,33;694
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;8218,3;881
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;355160,73;660
Maisons éparses, constructions isolées;LCZ 9;69259;Vénissieux;moyen;faible;fort;fort;37570,56;661
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;moyen;fort;moyen;12565,82;662
Ensemble de maisons espacées;LCZ 6;69276;Feyzin;moyen;faible;moyen;moyen;42607,0;663
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;fort;fort;23379,82;664
Maisons éparses, constructions isolées;LCZ 9;69089;Francheville;moyen;faible;moyen;moyen;19947,94;665
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;moyen;fort;fort;34659,01;666
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;moyen;fort;9381,53;667
Ensemble de maisons espacées;LCZ 6;69096;Grigny;moyen;faible;fort;moyen;33622,07;668
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;fort;fort;fort;4230,01;3268
Maisons éparses, constructions isolées;LCZ 9;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;116570,94;673
Ensemble de maisons espacées;LCZ 6;69384;Lyon 4e Arrondissement;moyen;faible;moyen;moyen;14368,43;674
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;moyen;fort;28015,78;675
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;moyen;fort;11365,93;676
Ensemble d'immeubles compact;LCZ 2;69385;Lyon 5e Arrondissement;fort;moyen;fort;fort;11247,32;677
Maisons éparses, constructions isolées;LCZ 9;69029;Bron;moyen;faible;moyen;moyen;28031,16;678
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;6290,82;679
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;31030,95;680
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;6360,74;681
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;fort;fort;34154,55;682
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;30115,99;683
Ensemble de maisons espacées;LCZ 6;69384;Lyon 4e Arrondissement;moyen;faible;fort;moyen;33606,03;695
Grandes emprises tertiaires bâti bas;LCZ 8;69199;Saint-Fons;moyen;faible;moyen;moyen;7196,72;9194
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;143299,22;684
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;117058,9;685
Arbres épars;LCZ B;69117;Lissieu;faible;faible;moyen;moyen;141644,78;686
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;8126,06;687
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;moyen;moyen;moyen;15655,47;688
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;moyen;moyen;19657,92;689
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;3650,19;690
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;6767,77;696
Grandes emprises tertiaires bâti bas;LCZ 8;69273;Corbas;moyen;faible;moyen;moyen;133622,57;697
Maisons éparses, constructions isolées;LCZ 9;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;2210,09;698
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;25353,12;699
Ensemble de tours espacées;LCZ 4;69384;Lyon 4e Arrondissement;moyen;moyen;fort;fort;23895,11;700
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;fort;moyen;moyen;1765,54;701
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;8939,46;882
Arbres épars;LCZ B;69116;Limonest;moyen;faible;moyen;moyen;63992,74;691
Ensemble d'immeubles compact;LCZ 2;69068;Couzon-au-Mont-d'Or;fort;moyen;moyen;moyen;2221,75;692
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;6726,1;720
Pelouses, praires, cultures;LCZ D;69085;Fleurieu-sur-Saône;moyen;faible;moyen;moyen;160792,64;702
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;3480,93;703
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;fort;moyen;20330,3;704
Ensemble de tours espacées;LCZ 4;69382;Lyon 2e Arrondissement;moyen;fort;moyen;moyen;4308,65;705
Ensemble d'immeubles compact;LCZ 2;69089;Francheville;fort;moyen;fort;fort;2129,98;706
Ensemble d'immeubles compact;LCZ 2;69194;Saint-Didier-au-Mont-d'Or;fort;fort;moyen;fort;5072,26;707
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;moyen;moyen;20931,87;708
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;moyen;fort;moyen;9280,86;2553
Grandes emprises tertiaires bâti bas;LCZ 8;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;115135,25;709
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;fort;moyen;11844,97;710
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;moyen;fort;2255,89;711
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;moyen;moyen;19902,74;712
Ensemble d'immeubles espacés;LCZ 5;69389;Lyon 9e Arrondissement;fort;faible;moyen;moyen;7523,4;713
Maisons éparses, constructions isolées;LCZ 9;69072;Dardilly;moyen;faible;moyen;moyen;10160,27;714
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;8907,17;715
Arbres épars;LCZ B;69168;Rochetaillée-sur-Saône;moyen;faible;moyen;moyen;334577,68;716
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;39109,94;717
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;13070,28;718
Grandes emprises tertiaires bâti bas;LCZ 8;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;2425,4;719
Maisons éparses, constructions isolées;LCZ 9;69089;Francheville;moyen;faible;fort;moyen;24798,22;725
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;moyen;fort;6065,15;726
Maisons éparses, constructions isolées;LCZ 9;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;49667,05;727
Grandes emprises tertiaires bâti bas;LCZ 8;69271;Chassieu;moyen;faible;moyen;moyen;127767,31;728
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;8419,23;729
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;37324,6;730
Arbres épars;LCZ B;69199;Saint-Fons;moyen;faible;moyen;moyen;110070,12;745
Arbres denses;LCZ A;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;26569,6;731
Ensemble de maisons espacées;LCZ 6;69282;Meyzieu;moyen;faible;moyen;moyen;48159,38;732
Arbres denses;LCZ A;69202;Sainte-Foy-lès-Lyon;effet rafraîchissant;effet rafraîchissant;faible;faible;58078,15;733
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;fort;fort;20318,93;734
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;fort;moyen;37100,87;735
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;19834,59;736
Grandes emprises tertiaires bâti bas;LCZ 8;69276;Feyzin;moyen;faible;moyen;moyen;61199,64;746
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;13167,15;747
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;14433,76;748
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;fort;fort;21542,59;749
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;2,79;10949
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;10429,96;737
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;3907,23;738
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;5181,93;739
Ensemble de tours espacées;LCZ 4;69256;Vaulx-en-Velin;moyen;faible;fort;fort;16885,94;740
Ensemble d'immeubles espacés;LCZ 5;69286;Rillieux-la-Pape;fort;moyen;fort;fort;20644,93;741
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;faible;moyen;moyen;144034,44;742
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;1750,43;743
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;5363,92;750
Maisons éparses, constructions isolées;LCZ 9;69256;Vaulx-en-Velin;moyen;faible;moyen;fort;25547,49;754
Pelouses, praires, cultures;LCZ D;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;27763,77;755
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;fort;fort;27092,12;756
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;46208,58;757
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;moyen;fort;fort;7386,91;758
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;16200,86;759
Grandes emprises tertiaires bâti bas;LCZ 8;69116;Limonest;moyen;faible;moyen;moyen;49085,51;760
Ensemble de maisons espacées;LCZ 6;69044;Charbonnières-les-Bains;moyen;moyen;moyen;moyen;20624,98;808
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;2851,57;761
Maisons éparses, constructions isolées;LCZ 9;69149;Oullins;moyen;faible;fort;moyen;57209,56;762
Ensemble de tours espacées;LCZ 4;69286;Rillieux-la-Pape;moyen;faible;fort;fort;27371,91;763
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;6629,8;764
Ensemble de tours espacées;LCZ 4;69259;Vénissieux;moyen;faible;moyen;moyen;18861,41;772
Ensemble de maisons espacées;LCZ 6;69202;Sainte-Foy-lès-Lyon;moyen;faible;fort;moyen;31930,66;765
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;6698,53;766
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;moyen;moyen;moyen;8356,41;767
Roche nue, pavés, macadam;LCZ E;69389;Lyon 9e Arrondissement;moyen;faible;moyen;faible;28609,42;768
Ensemble de tours espacées;LCZ 4;69278;Genay;moyen;faible;moyen;moyen;2252,21;769
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;fort;fort;42731,89;773
Ensemble d'immeubles compact;LCZ 2;69091;Givors;fort;fort;fort;fort;5870,01;2576
Ensemble de maisons espacées;LCZ 6;69207;Saint-Germain-au-Mont-d'Or;moyen;faible;moyen;moyen;40355,59;770
Ensemble de maisons espacées;LCZ 6;69244;Tassin-la-Demi-Lune;moyen;faible;fort;moyen;22046,44;774
Arbres denses;LCZ A;69072;Dardilly;effet rafraîchissant;effet rafraîchissant;faible;faible;12128,66;775
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;faible;fort;fort;14451,92;776
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;4,81;12320
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;185617,53;771
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;7722,49;777
Ensemble de tours espacées;LCZ 4;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;21412,08;778
Ensemble d'immeubles espacés;LCZ 5;69199;Saint-Fons;moyen;faible;moyen;moyen;7392,21;13042
Ensemble d'immeubles espacés;LCZ 5;69389;Lyon 9e Arrondissement;moyen;faible;fort;moyen;17415,57;782
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;10748,26;783
Maisons éparses, constructions isolées;LCZ 9;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;91277,56;784
Ensemble de maisons espacées;LCZ 6;69091;Givors;moyen;faible;fort;moyen;17015,15;785
Ensemble de maisons espacées;LCZ 6;69292;Sathonay-Camp;moyen;faible;moyen;moyen;17866,58;786
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;11809,81;787
Arbres épars;LCZ B;69275;Décines-Charpieu;moyen;faible;moyen;moyen;43382,3;788
Grandes emprises tertiaires bâti bas;LCZ 8;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;654675,79;789
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;13307,68;790
Ensemble de maisons espacées;LCZ 6;69199;Saint-Fons;moyen;moyen;moyen;fort;10473,3;791
Ensemble de maisons espacées;LCZ 6;69199;Saint-Fons;moyen;faible;moyen;moyen;4824,59;792
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;fort;fort;moyen;moyen;3458,13;793
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;41359,27;794
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;13198,16;795
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;15352,01;796
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;14970,96;797
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;fort;fort;fort;29363,77;798
Arbres denses;LCZ A;69100;Irigny;effet rafraîchissant;effet rafraîchissant;faible;faible;119329,56;799
Arbres denses;LCZ A;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;1309,36;800
Ensemble de maisons espacées;LCZ 6;69244;Tassin-la-Demi-Lune;moyen;faible;fort;moyen;26765,52;801
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;8608,64;802
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;5103,51;803
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;2739,03;804
Ensemble de maisons espacées;LCZ 6;69279;Jonage;moyen;faible;moyen;moyen;50156,32;805
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;6182,54;806
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;moyen;moyen;moyen;9555,18;807
Arbres denses;LCZ A;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;1627,06;809
Ensemble d'immeubles espacés;LCZ 5;69034;Caluire-et-Cuire;moyen;faible;fort;fort;115837,56;810
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;8472,48;811
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;moyen;moyen;44582,09;812
Maisons éparses, constructions isolées;LCZ 9;69273;Corbas;moyen;faible;fort;fort;108208,9;813
Ensemble d'immeubles compact;LCZ 2;69091;Givors;fort;moyen;fort;fort;17549,69;814
Ensemble d'immeubles compact;LCZ 2;69149;Oullins;fort;fort;fort;fort;9512,83;815
Ensemble de maisons espacées;LCZ 6;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;12742,84;816
Ensemble d'immeubles compact;LCZ 2;69100;Irigny;fort;moyen;fort;fort;14192,08;827
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;fort;moyen;fort;37897,35;1069
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;40737,3;817
Arbres épars;LCZ B;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;143771,21;826
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;16005,51;832
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;23590,07;833
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;faible;faible;moyen;moyen;92795,01;818
Arbres épars;LCZ B;69116;Limonest;moyen;faible;moyen;moyen;420106,45;819
Ensemble de maisons espacées;LCZ 6;69384;Lyon 4e Arrondissement;moyen;faible;fort;moyen;25576,78;820
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;54130,41;821
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;moyen;moyen;8179,87;822
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;1289,47;823
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;14337,08;843
Grandes emprises tertiaires bâti bas;LCZ 8;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;119986,63;824
Maisons éparses, constructions isolées;LCZ 9;69063;Collonges-au-Mont-d'Or;moyen;faible;fort;moyen;31965,26;825
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;2492,21;2587
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;82579,04;828
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;7707,39;829
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;moyen;moyen;9423,84;830
Maisons éparses, constructions isolées;LCZ 9;69085;Fleurieu-sur-Saône;moyen;faible;moyen;moyen;41043,72;831
Ensemble d'immeubles espacés;LCZ 5;69386;Lyon 6e Arrondissement;fort;moyen;moyen;moyen;1388,39;1070
Pelouses, praires, cultures;LCZ D;69271;Chassieu;moyen;faible;moyen;moyen;219811,27;834
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;40002,25;835
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;moyen;fort;114781,31;845
Grandes emprises tertiaires bâti bas;LCZ 8;69276;Feyzin;faible;faible;moyen;moyen;82812,39;836
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;24858,9;837
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;moyen;fort;moyen;36944,78;846
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;fort;fort;12049,79;847
Roche nue, pavés, macadam;LCZ E;69069;Craponne;moyen;faible;moyen;moyen;7,86;15947
Ensemble de maisons espacées;LCZ 6;69116;Limonest;moyen;faible;moyen;moyen;78584,91;838
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;16067,91;844
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;fort;20343,25;1081
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;faible;faible;moyen;fort;45708,56;839
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;fort;moyen;43451,72;840
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;13074,91;841
Ensemble de maisons espacées;LCZ 6;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;49770,94;842
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;moyen;moyen;234117,32;1097
Grandes emprises tertiaires bâti bas;LCZ 8;69283;Mions;moyen;faible;moyen;moyen;23410,6;848
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;2608,95;849
